baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCG2	1699.27564265171	-1.42474401669691	0.249025809771533	-5.72127049001081	1.05730412703998e-08	1.97797202843172e-06
ACAP3	832.688150185874	-0.693533464225217	0.181222444151176	-3.82697335020308	0.000129728553738119	0.00480702711757109
ACAT1	1400.4053033798	-0.714757966033732	0.202525522844381	-3.52922414911106	0.000416779957021268	0.0114102310184885
ACP5	1889.66368380792	-0.712539067802563	0.238294423867578	-2.99016257383566	0.00278829001572439	0.0450223156785101
ADAMTS4	68.3649641865442	-1.46772861383838	0.3896473663033	-3.76681261255056	0.000165345009462631	0.00577204396669547
ADCY6	497.641541618582	-1.02655100436388	0.201498448908892	-5.09458514406746	3.49505735004185e-07	3.89312037036723e-05
AHSG	44826.7691234048	-1.14426973086716	0.215846904737537	-5.30130247759893	1.14979403634325e-07	1.49801737306434e-05
AKIRIN2	176.285472965463	-0.452216304886816	0.126714322023231	-3.56878605090834	0.00035863914170009	0.0103594282141135
AKT1	991.251598435551	-0.351037337678214	0.111894158720871	-3.13722665857747	0.00170554221980117	0.0324500020604313
AMBP	49821.1679162877	-0.442580599790433	0.0999009643882944	-4.43019346710422	9.41485860008878e-06	0.000633095007799519
ANXA5	1549.92210993673	-0.563766836767353	0.155543022850647	-3.62450739631493	0.000289512735336093	0.00885654053254565
AP2A2	1112.56145326587	-0.298583787360006	0.0969136309288945	-3.08092664053704	0.00206357483712427	0.036901573557987
APCDD1	65.071322624084	-2.19182895961778	0.693348020599741	-3.16122480269268	0.00157107196131446	0.0305260746464721
APOA1	117677.182343279	-0.444132735705531	0.144576519930751	-3.07195619259795	0.00212660932630577	0.0377053259896158
ARHGAP22	12.9686332683093	-1.93099916933732	0.492464605215638	-3.92109229554027	8.81484900155556e-05	0.0036541555860994
ARHGEF1	371.423630489803	-0.459515514913651	0.156233285591038	-2.94121392362249	0.00326928667628846	0.049626659057141
ARMCX2	19.4901906637678	-1.63395576884464	0.33726855301797	-4.84467275179842	1.26820532354646e-06	0.000114232420254259
ARRDC1	371.077563573255	-0.772884581955163	0.18274727436311	-4.22925367641588	2.3446784329529e-05	0.00124412900704177
ASAP2	80.1237463650418	-0.87535963694235	0.289280978898118	-3.02598408051794	0.00247825350482091	0.0422461158204986
ATG16L2	45.4006153671916	-1.29612605328001	0.419098993048236	-3.09264893206467	0.00198378663718091	0.0358517847575291
ATG9A	1984.23895981645	-0.46288979983228	0.154892141317162	-2.9884653662606	0.00280382275753173	0.0451084693251411
ATPSCKMT	318.684628363168	-0.697820072491854	0.22658757916265	-3.07969251920443	0.00207214400093681	0.0369967915817431
AZGP1	57032.588503924	-0.526490484692646	0.128668112777114	-4.09184896964071	4.27947343734408e-05	0.00202747001291314
BAAT	4247.85312238755	-0.865923214973553	0.264183883103087	-3.27772915138681	0.00104645753329431	0.0229051880516629
BMF	97.1936821229477	-1.18212335536386	0.282423291799276	-4.18564399498614	2.84358732791486e-05	0.00146620587593405
BMP1	1298.94114469775	-0.919316365982506	0.15101001233104	-6.08778419252895	1.1448404255094e-09	3.03736572527875e-07
BRF1	367.018669893558	-0.356912927957036	0.115414834816914	-3.0924354613791	0.00198521395861318	0.0358517847575291
BTG2	752.165006929493	-1.32026839655723	0.39288277644757	-3.36046392385801	0.00077811692068595	0.0183133582365313
C1QA	595.132390285636	-1.2294226522633	0.30571490827542	-4.02146777597023	5.78366210578804e-05	0.00258880973765825
C1QB	561.227747640771	-1.33033538119129	0.312636412695639	-4.25521573037754	2.0884755198708e-05	0.00115874656980816
C1QC	694.4525842506	-1.18204468479236	0.302221145979072	-3.9111911939948	9.18420302798392e-05	0.00378404101644832
C1QTNF6	161.264599733899	-3.65564120129688	0.636644075781632	-5.74204856427621	9.35379855306268e-09	1.77260556475702e-06
C1R	21030.4252799004	-0.454654421049426	0.126462675322795	-3.59516687345831	0.000324183712190675	0.00962583595368349
C3H11orf52	115.622580400228	-0.793885163505909	0.248035919576263	-3.20068627504499	0.00137100718607899	0.0275941198058822
C3H15orf62	61.1237859539195	-0.79042141020779	0.23248326963917	-3.3999066317098	0.000674088668274057	0.0163602601353612
C4BPB	1989.42723046354	-1.31646567044253	0.253307717948849	-5.19710051119867	2.02420929169772e-07	2.44109603177299e-05
C5H1orf162	20.2162196270518	-1.77762070974377	0.440319221661112	-4.03711812315997	5.41118266122224e-05	0.00245217321094891
CARD9	48.4106300895161	-1.21389869809861	0.4049607999351	-2.99757087178104	0.00272140574151156	0.0444200385167332
CCDC137	433.61856147856	-0.509505334798655	0.16639656857207	-3.06199424165396	0.00219867682238065	0.0387945492045689
CCDC154	10.6440162150284	-2.38449436169048	0.66769389678393	-3.57123881643344	0.000355296743224058	0.0103276694763455
CCNE1	157.651462359434	-0.882742601850213	0.214821834976796	-4.1091847201918	3.97058387647863e-05	0.00193775116807947
CD14	79.6472709608437	-1.35435190447959	0.3401455824408	-3.98168306276712	6.84289872923997e-05	0.00297177316241279
CD163	108.014547610887	-1.38284673686458	0.353613206329974	-3.91061960387921	9.2059660145227e-05	0.00378404101644832
CD4	149.323154355004	-0.995234364889616	0.315199599844019	-3.1574734402649	0.0015914273330646	0.0307985512520938
CD68	106.879637433219	-1.01050374977294	0.314524077568412	-3.21280252241785	0.00131446634661088	0.0269770645987988
CDCA7	42.523252619008	-1.66704911161377	0.499120827885449	-3.33997104203467	0.000837871260655066	0.0193759388834845
CDK4	377.971062677112	-0.389825090523343	0.117423447576373	-3.31982324288169	0.000900744593809536	0.0204729986181756
