pathway	pval	padj	log2err	ES	NES	size	leadingEdge
80	KEGG_ALZHEIMERS_DISEASE	0.777566539923954	0.946687370600414	0.0549073703290958	0.224856182259131	0.855970402186823	98	c("LPL", "PLCB1", "PPP3CC", "APOE", "ATP5F1A", "PSEN1", "ATP2A1", "PPP3CA", "NDUFV3", "COX6B1", "ITPR3", "BACE2", "NCSTN", "COX4I1", "APP", "CYC1", "COX5A", "UQCR11", "NDUFB7", "NDUFB9", "NDUFS7", "SDHB", "NDUFV2", "UQCRFS1", "NDUFS8", "UQCRC1", "NDUFS1", "NDUFA8", "NDUFS3", "PSEN2", "NDUFA9", "SDHC", "NDUFB6", "NDUFB8", "COX7A2", "BAD", "ATF6", "SDHA")
81	KEGG_PROSTATE_CANCER	0.786389413988658	0.946687370600414	0.0541200569620232	0.233037188474877	0.838651168918683	69	c("CDKN1A", "PDGFRA", "FGFR1", "EGFR", "NFKBIA", "FOXO1", "HSP90AB1", "E2F2", "PDGFB", "INSRR", "PDGFRB", "KRAS", "FGFR2", "IGF1R", "PDGFA", "E2F3", "IKBKB", "CREB3L3", "TGFA", "GRB2")
82	KEGG_ENDOCYTOSIS	0.829745596868884	0.946826263911733	0.0532386494755899	0.208195746964309	0.838131059885909	133	c("RAB11FIP5", "DNM1", "PDGFRA", "EGFR", "MVB12B", "TRAF6", "NTRK1", "ASAP2", "LDLRAP1", "VPS37B", "PARD6G", "EPN2", "PARD3", "HSPA2", "GRK5", "SMAP1", "FGFR2", "GRK4", "IGF1R", "AP2A1", "HSPA1L", "AGAP1", "FLT1", "HSPA8", "MET", "CBLB", "RAB31", "CHMP1B", "RAB11B", "EHD2", "EHD3")
83	KEGG_TRYPTOPHAN_METABOLISM	0.728346456692913	0.927893431129328	0.0596037042575973	0.273916679130403	0.835737732093406	31	c("ALDH1B1", "CYP1B1", "MAOB", "OGDH", "CYP1A2", "TDO2", "EHHADH", "AADAT")
84	KEGG_ONE_CARBON_POOL_BY_FOLATE	0.708502024291498	0.915148448043185	0.062249042949858	0.336652596014438	0.818865099245992	12	c("FTCD", "SHMT1", "MTHFD1", "DHFR", "ATIC")
85	KEGG_MELANOMA	0.808349146110057	0.946687370600414	0.0530212512043078	0.243782441100301	0.806683785981387	45	c("CDKN1A", "PDGFRA", "FGFR1", "EGFR", "FGF21", "E2F2", "PDGFB", "MITF", "PDGFRB", "KRAS")
86	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.803435114503817	0.946687370600414	0.0535669384770951	0.243548229050146	0.801298576924345	44	c("GPD2", "PHOSPHO1", "DGKH", "ACHE", "PLA2G6", "CHKB", "PEMT", "CHPT1", "MBOAT7", "PTDSS1", "PLA2G12B", "GPD1L", "AGPAT3")
87	KEGG_LONG_TERM_POTENTIATION	0.837786259541985	0.950172221187861	0.05163559644842	0.237134106836717	0.780195458983868	44	c("PLCB1", "PPP3CC", "ADCY8", "PPP3CA", "ADCY1", "ITPR3", "KRAS")
88	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.72635814889336	0.927893431129328	0.0607719451853533	0.344504824922297	0.762237268947658	8	c("B3GNT2", "ST3GAL3", "B4GAT1", "ST3GAL4", "B4GALT4")
89	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.795180722891566	0.946687370600414	0.0564118388217596	0.299264732003709	0.761880811828948	14	c("EXT1", "EXTL1", "XYLT2", "HS2ST1")
90	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.869565217391304	0.967263427109975	0.0494904866135495	0.228592806940398	0.759334569792333	46	c("JUN", "EGFR", "NFKBIA", "HBEGF", "ATP6V0A1", "PLCG1", "ATP6V1B2", "JAM3", "MET", "IKBKB", "ATP6AP1", "MAPK9", "MAPK13", "ATP6V1D", "ATP6V1H", "JAM2", "RAC1", "ATP6V0E1", "ATP6V0D1", "LYN")
91	KEGG_ARACHIDONIC_ACID_METABOLISM	0.782778864970646	0.946687370600414	0.0559428593065705	0.286330552031885	0.748181811200996	16	c("CBR3", "PLA2G6", "GPX4", "CYP2E1", "PLA2G12B", "EPHX2")
92	KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.783037475345168	0.946687370600414	0.0562940749700968	0.322373222717936	0.735381137099235	9	c("ALDH1B1", "EHHADH", "ALDH2", "ALDH7A1", "HADHA")
93	KEGG_PURINE_METABOLISM	0.967863894139887	0.992125984251969	0.0445961615888961	0.18913988203435	0.73299263956412	106	c("ADCY10", "PKLR", "NPR2", "PPAT", "ADCY8", "PDE4A", "NT5C", "PDE10A", "ADCY1", "PDE3A", "POLD2", "IMPDH1", "ADK", "PDE5A", "ENTPD6", "APRT", "POLR3G", "ENPP1", "POLD3", "POLR1E", "POLR3H", "ENTPD8", "NME7", "POLD1", "POLR1B", "POLA1", "PRPS2")
94	KEGG_SPLICEOSOME	0.979007633587786	0.992125984251969	0.0445070537769277	0.19081385123733	0.726783539224732	99	c("SRSF5", "SNRNP200", "HNRNPA1", "RBM17", "HSPA2", "DDX5", "RBM22", "DHX38", "WBP11", "EFTUD2", "XAB2", "SMNDC1", "DDX39B", "SF3A1", "SF3B1", "HSPA1L", "HSPA8", "SART1", "SLU7", "SF3B4", "PRPF31", "RBM8A", "SYF2", "SF3B2", "DDX46")
95	KEGG_FOLATE_BIOSYNTHESIS	0.815789473684211	0.946687370600414	0.0555947097758869	0.338472390538826	0.689852942953744	6	c("FPGS", "DHFR")
96	KEGG_RIBOSOME	0.966789667896679	0.992125984251969	0.0435378240914002	0.191343919270846	0.658031367146526	54	c("UBA52", "RPL35", "RPL18", "RPL36", "RPL34", "RPS11", "RPL24", "RPSA", "RPL12", "RPS15", "RPL14", "RPL7A", "RPS9", "RPS18", "RPL32", "RPL37A", "RPS13", "RPS10", "RPS28", "FAU", "RPL21", "RPL13", "RPS5", "RPL5", "RPS4X")
97	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.880566801619433	0.967263427109975	0.0520570030732099	0.269580060208163	0.655719591562663	12	c("COASY", "DPYD", "ENPP1", "PANK4", "UPB1")
98	KEGG_VIBRIO_CHOLERAE_INFECTION	0.929924242424242	0.992125984251969	0.0465084048719156	0.203241303339663	0.652303088831298	37	c("CFTR", "SLC12A2", "ATP6V0A1", "PLCG1", "ATP6V1B2", "GNAS", "ATP6AP1", "SEC61G", "ATP6V1D", "ATP6V1H", "ATP6V0E1", "ATP6V0D1", "ATP6V1C1", "ADCY9", "PRKACA")
99	KEGG_RIBOFLAVIN_METABOLISM	0.904858299595142	0.983500611995104	0.0508054139066364	0.261771457630664	0.636726147875326	12	c("ACP5", "ACP6", "ENPP1")
100	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.882591093117409	0.967263427109975	0.0519512476197082	0.305371444042749	0.622388694781178	6	c("VARS2", "PDHA1", "PDHB", "BCAT2")
101	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.941509433962264	0.992125984251969	0.04577044581081	0.217781008646641	0.608901526143816	21	c("VARS2", "FARSA", "SARS2", "DARS2")
102	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.961977186311787	0.992125984251969	0.0451344222209097	0.205995417646447	0.586242195993349	23	c("PIGM", "PIGH", "PIGO", "PIGS", "PIGB", "PIGY", "PIGA", "PIGQ")
103	KEGG_SELENOAMINO_ACID_METABOLISM	0.973128598848369	0.992125984251969	0.0450442767152794	0.208862555382249	0.560121083194559	18	c("AHCY", "CBS", "MAT2B")
104	KEGG_GLUTATHIONE_METABOLISM	0.992125984251969	0.992125984251969	0.0453152441270267	0.158463213933671	0.483481646512335	31	c("IDH2", "GPX4", "GSTK1", "GSTM3")
105	KEGG_RNA_POLYMERASE	0.985294117647059	0.992125984251969	0.0486034247259069	-0.186640115858074	-0.52880934768259	22	c("POLR3K", "POLR3B", "POLR2D", "POLR3D", "POLR2H", "POLR2G", "POLR1A", "POLR1D", "POLR2L", "POLR2K", "POLR2B", "POLR2J", "POLR3C", "POLR2I", "POLR1C", "POLR3A", "POLR2F", "POLR3F", "POLR1B", "POLR3H", "POLR1E", "POLR3G")
106	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.989495798319328	0.992125984251969	0.0484087618816951	-0.186325501061007	-0.531038215288442	23	c("GTF2E1", "TBPL1", "TAF12", "TBP", "GTF2A1", "GTF2E2", "TAF5")
107	KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.968253968253968	0.992125984251969	0.046788296531803	-0.226097783906881	-0.545194751434394	11	c("ACE2", "AGTR1", "LNPEP")
108	KEGG_PROPANOATE_METABOLISM	0.972916666666667	0.992125984251969	0.0487989701682839	-0.189424231325973	-0.555869969269172	25	ACSS1
109	KEGG_REGULATION_OF_AUTOPHAGY	0.933471933471933	0.992125984251969	0.0506004243853618	-0.230777749929567	-0.620712282850056	18	c("PRKAA2", "ATG4D", "ATG4B", "PRKAA1", "ULK3", "ATG4C", "ULK2")
110	KEGG_RNA_DEGRADATION	0.916142557651992	0.984985640018904	0.0518457624865066	-0.217755198005297	-0.698146677974889	38	c("MPHOSPH6", "EXOSC6", "PAPOLA", "CNOT2", "LSM7", "DIS3", "LSM6", "CNOT3", "LSM5", "C1D", "EXOSC3", "EXOSC7", "PNPT1", "EDC3", "LSM1")
111	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.819444444444444	0.946687370600414	0.0544555953940371	-0.278951417605764	-0.718319689750086	14	c("CD38", "NAMPT")
112	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.813725490196078	0.946687370600414	0.0542315935495841	-0.340649809040494	-0.721883724550854	7	c("ST3GAL5", "ST3GAL1")
113	KEGG_N_GLYCAN_BIOSYNTHESIS	0.884057971014493	0.967263427109975	0.0529129848430583	-0.230539697611461	-0.725304136692583	34	c("MOGS", "STT3B", "ST6GAL1", "DPM2", "ALG2", "ALG11", "ALG10B", "RPN1", "MAN1B1", "DOLPP1", "ALG12", "MAN1A1", "ALG6", "MGAT4B")
114	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.825	0.946826263911733	0.0564118388217596	-0.255765263287119	-0.750549325439119	25	c("CDA", "TYMP", "NAT2", "UCK1", "ITPA", "UGT2A3")
115	KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.85042735042735	0.958663558663559	0.0561766586307176	-0.233128037604252	-0.766118232493798	43	c("PLCB2", "PIK3CG", "PIK3CD", "IMPA1", "PIP4K2A", "PLCE1", "PIK3CA", "PTEN", "PLCB4", "PIK3CB", "INPPL1", "INPP5E", "PIK3C2A")
116	KEGG_TIGHT_JUNCTION	0.909473684210526	0.983500611995104	0.0523759084097997	-0.20763121466458	-0.768948840768729	82	c("AKT3", "CLDN2", "GNAI1", "CLDN15", "PRKCI", "CLDN10", "OCLN", "YES1", "RRAS2", "TJP2", "CRB3")
117	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.801217038539554	0.946687370600414	0.0565299525056311	-0.254086917001485	-0.776267281522466	30	c("ALDH3A1", "ALDH3B1", "ADH4")
118	KEGG_OOCYTE_MEIOSIS	0.866952789699571	0.967263427109975	0.0554793308704233	-0.217038326355143	-0.779107843855404	71	c("PGR", "ADCY5")
119	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.79746835443038	0.946687370600414	0.0585937568945671	-0.251096657967003	-0.799264469134393	37	HMGCS1
120	KEGG_RENAL_CELL_CARCINOMA	0.773913043478261	0.946687370600414	0.0614364107201271	-0.239182268901935	-0.818503990528651	52	c("AKT3", "PIK3CG", "PAK1", "PIK3CD", "VEGFB", "PAK4")
121	KEGG_PROTEIN_EXPORT	0.704545454545455	0.915148448043185	0.0635007968065945	-0.295923626396782	-0.81931130191691	20	c("IMMP1L", "SPCS2", "SRP14", "SRP9", "SEC11A", "SEC61B", "SEC61A2", "HSPA5")
122	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.743478260869565	0.934371327849589	0.0633597010643758	-0.244200849885321	-0.835678041851732	52	c("PLCB2", "PIK3CG", "PIK3CD", "IMPA1", "PIP4K2A", "DGKA", "PLCE1", "PIK3CA", "INPP5D", "PTEN", "DGKQ", "PLCB4", "PIK3CB", "INPPL1", "PRKCB", "INPP5E", "PIK3C2A", "CALM2")
123	KEGG_CHRONIC_MYELOID_LEUKEMIA	0.739406779661017	0.934371327849589	0.0623861492893626	-0.241835977611782	-0.844255554157344	56	c("AKT3", "CDK6", "PIK3CG", "PIK3CD", "NFKB1", "IKBKG", "HDAC2", "PIK3CA", "CCND1", "CRKL", "SMAD3", "AKT2", "SOS1", "PIK3CB", "CDK4", "HDAC1", "SHC1", "MAPK3", "PTPN11", "CRK", "BRAF", "MECOM", "TP53", "CHUK")
124	KEGG_GLIOMA	0.700836820083682	0.915148448043185	0.0643583367917361	-0.250113959249313	-0.845270747312075	47	c("AKT3", "CDK6", "PIK3CG", "PIK3CD", "PIK3CA", "CCND1", "IGF1", "PTEN", "AKT2", "SOS1", "PIK3CB", "CDK4", "PRKCB", "SHC1", "CALM2", "MAPK3", "BRAF", "TP53")
125	KEGG_NON_HOMOLOGOUS_END_JOINING	0.676171079429735	0.904804465999502	0.0647943366000727	-0.367536420266905	-0.856424823080301	10	c("LIG4", "NHEJ1", "PRKDC", "POLL", "RAD50")
126	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.701863354037267	0.915148448043185	0.0637845390312975	-0.274049893596063	-0.862192167096454	34	c("GCK", "NANP", "GFPT1", "NPL", "FPGT", "GMPPB", "GNPNAT1")
127	KEGG_BETA_ALANINE_METABOLISM	0.650526315789474	0.88969040247678	0.0683110858318647	-0.317401229079448	-0.864216980729314	19	CNDP1
128	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.623762376237624	0.872222222222222	0.0673623868166279	-0.34577492529236	-0.875680953053183	13	c("CSGALNACT2", "CHST13", "B4GALT7", "CHSY3")
129	KEGG_ETHER_LIPID_METABOLISM	0.633064516129032	0.872222222222222	0.0675188953767744	-0.3296158503755	-0.877699108685241	17	c("PLA2G4A", "PLD1", "LPCAT2", "AGPS")
130	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.655935613682093	0.890540322225323	0.0656813601934011	-0.294222889818073	-0.883495592961272	28	c("CIITA", "NFYA", "HSPA4", "PSME2", "TAP1", "CREB1", "B2M", "CTSS")
131	KEGG_PYRIMIDINE_METABOLISM	0.591489361702128	0.839824589897677	0.0736212741014394	-0.252377943098885	-0.913748302550851	73	c("CDA", "CMPK2", "UPRT", "NME6", "TYMP", "POLR3K", "POLE4", "ENTPD1", "POLR3B", "UCK1", "PRIM1", "CAD", "ITPA", "NUDT2", "CTPS2", "POLR2D", "CTPS1")
132	KEGG_VIRAL_MYOCARDITIS	0.587525150905433	0.839824589897677	0.0711327399327894	-0.304789888225563	-0.915226287094615	28	c("CASP3", "CD80", "CD40", "DMD", "RAC2", "CASP9", "CCND1", "DAG1")
133	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.567226890756303	0.824251575630252	0.0751181635276301	-0.324705155346611	-0.925428055785896	23	c("ALDH3A1", "ALDH3B1", "ADH4")
134	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.526732673267327	0.792091254752852	0.0758886900606117	-0.369974551932422	-0.936966924272128	13	c("HAO2", "AFMID", "HAO1")
135	KEGG_NON_SMALL_CELL_LUNG_CANCER	0.515856236786469	0.792091254752852	0.080419996876154	-0.283535348119744	-0.952010360402412	46	c("AKT3", "CDK6", "PIK3CG", "PIK3CD", "CASP9", "PIK3CA", "CCND1", "AKT2", "SOS1", "STK4", "PIK3CB", "CDK4", "PRKCB", "MAPK3", "BRAF", "TP53")
136	KEGG_LINOLEIC_ACID_METABOLISM	0.521653543307087	0.792091254752852	0.0760837160951725	-0.473884854186948	-0.960468589843527	6	PLA2G4A
137	KEGG_BUTANOATE_METABOLISM	0.529411764705882	0.792091254752852	0.0787113806986485	-0.337579401688128	-0.962120385936369	23	HMGCS1
138	KEGG_TYPE_II_DIABETES_MELLITUS	0.458947368421053	0.742297482837528	0.0865399737444125	-0.346208591094914	-1.00069190234201	24	c("GCK", "SOCS2", "PIK3CG", "PIK3CD")
139	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.418604651162791	0.723595268272074	0.0919686140000427	-0.282060275745139	-1.00893283578905	69	c("CLDN2", "GNAI1", "ITGA4", "CXCL12", "PIK3CG", "PIK3CD", "CLDN15", "RAC2", "CLDN10", "OCLN", "VCAM1")
140	KEGG_LONG_TERM_DEPRESSION	0.360587002096436	0.67770297029703	0.10027910675413	-0.328386668975304	-1.05284311987249	38	c("PLA2G4A", "GNAI1", "PLCB2")
141	KEGG_HISTIDINE_METABOLISM	0.374736842105263	0.683343653250774	0.0982123351217438	-0.368579064896161	-1.06535220413771	24	c("CNDP1", "ALDH3A1", "ALDH3B1")
142	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.364356435643564	0.67770297029703	0.096240602328129	-0.424747582044111	-1.07568056630172	13	c("GCK", "FOXA3", "ONECUT1", "HNF4G")
143	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.294871794871795	0.604768786127168	0.114266502484433	-0.324019331220162	-1.1003568502395	50	c("PLA2G4A", "AKT3", "BTK", "PIK3CG", "SYK", "PIK3CD", "RAC2", "LCP2", "PIK3CA", "INPP5D")
144	KEGG_JAK_STAT_SIGNALING_PATHWAY	0.270386266094421	0.591668770512497	0.120433371642259	-0.313144783434974	-1.10685574289263	63	c("AKT3", "SOCS2", "STAT2", "IL11RA", "IL10RA", "PIK3CG", "STAT1", "PIK3CD", "IL2RG", "CSF3R", "SOCS5", "CCND2", "PIAS1", "IL13RA1", "GHR", "PIK3CA", "SPRED1", "JAK3", "CCND1", "IL22RA1", "PIAS4")
145	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.29718875502008	0.604768786127168	0.109684061970549	-0.365900080168135	-1.11138435236222	29	c("STX7", "VAMP5", "BET1", "STX4", "SNAP23", "VAMP8", "GOSR1", "BNIP1", "STX2", "VAMP7")
146	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.362745098039216	0.67770297029703	0.0959206777921745	-0.524714852159936	-1.11194282736069	7	PLA2G4A
147	KEGG_LEISHMANIA_INFECTION	0.283400809716599	0.599006256900994	0.11331290842208	-0.36190589274456	-1.11459753985795	31	c("ITGA4", "MYD88", "IL1B", "STAT1", "TLR4", "NFKB1")
148	KEGG_MTOR_SIGNALING_PATHWAY	0.230769230769231	0.544403862510632	0.131457611642763	-0.352196405604462	-1.14361723159599	41	c("AKT3", "PIK3CG", "PIK3CD", "VEGFB", "PRKAA2", "PIK3CA", "EIF4E", "RPS6KA3", "IGF1", "PRKAA1", "ULK3", "AKT2", "PIK3CB", "ULK2", "MAPK3", "MLST8", "BRAF")
149	KEGG_ASTHMA	0.303462321792261	0.604768786127168	0.109250039480711	-0.76718569572651	-1.16102424091004	2	CD40
150	KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.223340040241449	0.53949672058324	0.129442887745046	-0.393424952736687	-1.18138059251197	28	c("ITGA4", "IL11RA", "CD38", "IL1B", "ITGA5", "CSF3R", "GP5", "CSF1", "THPO")
151	KEGG_PPAR_SIGNALING_PATHWAY	0.206315789473684	0.529941980936593	0.13880510939114	-0.355089138591738	-1.18804439090714	45	c("CYP7A1", "FABP5", "FABP7", "FABP1", "FABP3")
152	KEGG_VEGF_SIGNALING_PATHWAY	0.199579831932773	0.524963007617691	0.141225119642531	-0.352363973738029	-1.19605376714592	48	c("PLA2G4A", "AKT3", "PIK3CG", "PIK3CD", "NFATC2", "RAC2", "CASP9")
153	KEGG_O_GLYCAN_BIOSYNTHESIS	0.216535433070866	0.529941980936593	0.130105630751129	-0.493768336326989	-1.2276525362607	12	c("GALNT16", "ST3GAL1", "GALNT11", "GALNT10", "GALNT3")
154	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.184265010351967	0.517581583607387	0.14641623786055	-0.390243561934665	-1.22775067687427	34	c("CASP1", "CCL8", "IL1B", "CCL5", "NFKB1", "IKBKG", "NOD2", "IL18", "PYCARD")
155	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.192697768762677	0.519446159273305	0.141225119642531	-0.402774076868014	-1.23052513450044	30	c("CASP1", "TOMM40L", "CASP3", "MAP3K5", "ALS2", "SLC1A2", "CASP9")
156	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.179226069246436	0.517581583607387	0.147331213699377	-0.488674793104278	-1.26157227807846	15	c("ELOVL2", "BAAT", "FADS1", "YOD1", "HSD17B12", "HACD1")
157	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.130901287553648	0.419786887672044	0.179782316298324	-0.35927776734016	-1.27087286946234	65	c("AKT3", "PTPRC", "CARD11", "RASGRP1", "PIK3CG", "PAK1", "PIK3CD", "NFATC2", "NFKB1", "PAK4", "IKBKG", "NCK1", "LCP2", "MAP3K14", "PIK3CA")
158	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.102345415778252	0.359174478014241	0.204294756516886	-0.332679047970316	-1.2805655021067	101	c("UBE2L6", "MID1", "MAP3K1", "HERC1", "TRIM32", "UBE2W", "COP1", "PIAS1", "UBA7", "PML", "DET1", "RNF7", "HERC2", "CDC27", "CUL5", "PIAS4", "UBE2F", "CDC23", "KLHL13", "RBX1", "RCHY1", "DDB2", "UBE2R2", "UBE2Q2", "FBXW7", "TRIM37", "UBE2N", "KEAP1", "HUWE1", "UBE2E3", "BTRC", "UBA3", "WWP1", "CUL4B", "UBE2Z", "UBE2D1", "UBE2I", "UBE3C", "SKP2", "ANAPC10", "CUL2", "FBXO4", "ITCH", "CDC26", "UBE3A", "ANAPC2", "SAE1", "UBE2L3")
159	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.111578947368421	0.384327485380117	0.193813302725311	-0.363339812941431	-1.29748420782148	68	c("PLA2G4A", "AKT3", "PTPRC", "DNM3", "PIK3CG", "PAK1", "SYK", "PIK3CD", "ASAP3", "RAC2", "PLD1", "HCK", "LIMK1", "PIK3CA", "INPP5D", "WAS", "CRKL", "VAV1", "SPHK2", "AKT2", "ARPC5", "PIK3CB")
160	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.121019108280255	0.409264620729589	0.186432558434075	-0.372959391968586	-1.29768591641632	55	c("FAS", "CASP3", "PIK3CG", "PAK1", "SYK", "PIK3CD", "NFATC2", "RAC2", "LCP2", "PIK3CA", "PTK2B", "VAV1", "SOS1", "PIK3CB", "PRKCB", "SHC1", "MAPK3", "PTPN11", "BRAF", "TYROBP", "FCER1G", "NFAT5")
161	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0928270042194093	0.338260331218078	0.213927855492356	-0.416050263401344	-1.324327434714	37	c("IRF7", "CXCL10", "MAP3K1", "NFKB1", "IKBKG", "CYLD", "TRADD", "MAVS", "DHX58", "TRIM25", "SIKE1", "FADD", "RIPK1")
162	KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.156746031746032	0.477946916471507	0.156312403073186	-0.515450494228732	-1.32732158980884	14	c("CYP7A1", "SRD5A1", "AKR1D1")
163	KEGG_OLFACTORY_TRANSDUCTION	0.126272912423625	0.412048451066567	0.178219874951973	-0.574439701078818	-1.33854603853807	10	c("PDE1C", "GRK3", "PRKACB", "CALM2")
164	KEGG_PANCREATIC_CANCER	0.0826086956521739	0.338260331218078	0.231126709673834	-0.397656271982768	-1.36081678199186	52	c("AKT3", "CDK6", "PIK3CG", "STAT1", "PIK3CD", "VEGFB", "NFKB1", "IKBKG", "RAC2", "PLD1", "CASP9", "RALA", "PIK3CA", "CCND1")
165	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.0808510638297872	0.338260331218078	0.231126709673834	-0.390386912437512	-1.36453868810438	58	c("PGR", "AKT3", "GNAI1", "ADCY5", "PIK3CG", "PIK3CD")
166	KEGG_AUTOIMMUNE_THYROID_DISEASE	0.124752475247525	0.412048451066567	0.176694268938498	-0.707711174335783	-1.37644116524433	5	c("FAS", "CD80", "CD40")
167	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.0336647870190175	0.217439148843784	0.321775918075361	-0.41424873642699	-1.42925756290139	54	c("AKT3", "CARD11", "BTK", "RASGRP3", "PIK3CG", "PIK3AP1", "SYK", "PIK3CD", "NFATC2", "NFKB1", "IKBKG", "RAC2")
168	KEGG_PROTEASOME	0.0545073375262055	0.289667565139263	0.282013350011725	-0.454151163658519	-1.43638854555216	36	c("PSMB9", "PSMB8", "PSMC6", "PSMD14", "PSME2", "PSMA4", "PSMA1", "PSMA2", "PSMC2", "PSMA3", "PSMD11", "PSMC3", "PSMA5", "PSMB2", "PSMD7", "PSMB6", "PSME1", "PSMB1", "PSMD1", "PSMD2", "PSMD6")
169	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.0842105263157895	0.338260331218078	0.224966093540314	-0.529753481759214	-1.44240762981479	19	c("CD80", "CD40", "C8A", "TRIM21", "C4B", "C9")
170	KEGG_STEROID_BIOSYNTHESIS	0.0892857142857143	0.338260331218078	0.211400189384923	-0.566408966297411	-1.45854327048961	14	c("TM7SF2", "NSDHL", "MSMO1", "LSS", "SQLE", "CYP27B1")
171	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0372682333759903	0.23106304693114	0.321775918075361	-0.417544319233758	-1.4657002938197	59	c("AKT3", "IRF7", "TLR3", "CXCL10", "MYD88", "IL1B", "CD80", "PIK3CG", "CD40", "STAT1", "PIK3CD", "CCL5", "TLR4", "NFKB1", "IKBKG")
172	KEGG_CELL_ADHESION_MOLECULES_CAMS	0.0460892838525791	0.265040038899892	0.321775918075361	-0.437848097265369	-1.47013741899678	46	c("PTPRC", "CLDN2", "ITGA4", "CD274", "CD80", "CD40", "SELL", "SDC1", "CLDN15", "CLDN10", "OCLN", "VCAM1", "SIGLEC1")
173	KEGG_APOPTOSIS	0.0470232327080453	0.265040038899892	0.321775918075361	-0.421877040410665	-1.47460769027566	58	c("AKT3", "FAS", "MYD88", "CASP3", "IL1B", "PIK3CG", "PIK3CD", "NFKB1", "IKBKG", "TRADD", "CASP9", "IRAK3", "MAP3K14", "PIK3CA", "FADD", "RIPK1", "PRKACB", "AKT2", "TRAF2", "PIK3CB", "CASP7")
174	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.0263168612405231	0.188266776566819	0.352487857583619	-0.398328633094562	-1.47730091416292	83	c("INHBE", "INHBA", "CCR5", "LTB", "FAS", "CXCL10", "CXCL12", "IL11RA", "CCL8", "IL1B", "IL10RA", "CD40", "EDA2R", "IL2RG", "CCL5", "CSF3R", "VEGFB", "CSF1", "RELT", "IL13RA1", "INHBC", "GHR", "IL18", "TNFRSF14")
175	KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.0197685053705962	0.167426783894135	0.352487857583619	-0.38182257433432	-1.48459191813977	106	c("AKT3", "CCR5", "STAT2", "GNAI1", "CXCL10", "FGR", "CXCL12", "CCL8", "PLCB2", "ADCY5", "PIK3CG", "PAK1", "STAT1", "PIK3CD", "CCL5", "PREX1", "GNGT2", "GRK3", "NFKB1", "GNB4", "IKBKG", "RAC2")
