nodeName	altName	nodeAttr[nodesPresent, ]
THAP1	NA	red
THAP2	NA	red
THAP5	NA	red
THAP9	NA	red
THOC2	NA	red
TIAM2	NA	red
TIMM29	NA	red
TK1	NA	red
TLCD3A	NA	red
TLCD5	NA	red
TLK2	NA	red
TLNRD1	NA	red
TM4SF20	NA	red
TMC8	NA	red
TMCO4	NA	red
TMED5	NA	red
TMED8	NA	red
TMEM102	NA	red
TMEM109	NA	red
TMEM11	NA	red
TMEM115	NA	red
TMEM120A	NA	red
TMEM128	NA	red
TMEM132A	NA	red
TMEM14C	NA	red
TMEM167B	NA	red
TMEM183A	NA	red
TMEM185B	NA	red
TMEM199	NA	red
TMEM203	NA	red
TMEM245	NA	red
TMEM263	NA	red
TMEM270	NA	red
TMEM42	NA	red
TMEM53	NA	red
TMEM59	NA	red
TMEM67	NA	red
TMEM79	NA	red
TMEM8B	NA	red
TMEM9	NA	red
TMF1	NA	red
TMOD3	NA	red
TMPPE	NA	red
TNFRSF11A	NA	red
TNK1	NA	red
TNKS2	NA	red
TNPO1	NA	red
TNRC6A	NA	red
TOB1	NA	red
TOB2	NA	red
TOGARAM1	NA	red
TOM1L2	NA	red
TOPBP1	NA	red
TOPORS	NA	red
TOR1AIP1	NA	red
TOX3	NA	red
TOX4	NA	red
TRA2A	NA	red
TRADD	NA	red
TRAF6	NA	red
TRAK1	NA	red
TRAPPC13	NA	red
TRAPPC2	NA	red
TRAPPC2L	NA	red
TRIM27	NA	red
TRIM28	NA	red
TRIM33	NA	red
TRIM37	NA	red
TRIP11	NA	red
TRIP12	NA	red
TRMT1	NA	red
TRMT10C	NA	red
TSEN2	NA	red
TSHB	NA	red
TSPAN12	NA	red
TSPYL1	NA	red
TTBK2	NA	red
TTC13	NA	red
TTF1	NA	red
TTLL1	NA	red
TTYH2	NA	red
TUG1	NA	red
TUT4	NA	red
TUT7	NA	red
TVP23C	NA	red
TXK	NA	red
TXNDC12	NA	red
TXNDC15	NA	red
TXNDC5	NA	red
TYK2	NA	red
TYW5	NA	red
UBA2	NA	red
UBA6	NA	red
UBAP2L	NA	red
UBE2B	NA	red
UBE2G1	NA	red
UBE2G2	NA	red
UBE2J2	NA	red
UBE2Q1	NA	red
UBE2Z	NA	red
UBE3A	NA	red
UBE3B	NA	red
UBN2	NA	red
UBR4	NA	red
UBR5	NA	red
UBXN2B	NA	red
UBXN7	NA	red
UGCG	NA	red
UHRF2	NA	red
ULK3	NA	red
UNC119B	NA	red
UPF2	NA	red
UPF3B	NA	red
URB1	NA	red
USP1	NA	red
USP15	NA	red
USP2	NA	red
USP28	NA	red
USP32	NA	red
USP33	NA	red
USP34	NA	red
USP37	NA	red
USP53	NA	red
USP8	NA	red
UTP14A	NA	red
UTP15	NA	red
UTRN	NA	red
VAMP2	NA	red
VAMP3	NA	red
VARS1	NA	red
VCPIP1	NA	red
VEZF1	NA	red
VPS13A	NA	red
VPS26C	NA	red
VPS29	NA	red
VRK3	NA	red
VTI1A	NA	red
VTI1B	NA	red
WAC	NA	red
WASF2	NA	red
WASHC1	NA	red
WASHC4	NA	red
WASL	NA	red
WBP1L	NA	red
WDCP	NA	red
WDR20	NA	red
WDR3	NA	red
WDR36	NA	red
WDR43	NA	red
WDR46	NA	red
WDR47	NA	red
WDR6	NA	red
WDR82	NA	red
WDSUB1	NA	red
WWP2	NA	red
XPC	NA	red
XPO7	NA	red
XRCC3	NA	red
XRCC5	NA	red
XRN1	NA	red
XRN2	NA	red
YOD1	NA	red
YPEL5	NA	red
YTHDC1	NA	red
YTHDF2	NA	red
YWHAG	NA	red
YWHAZ	NA	red
YY1	NA	red
ZBED6	NA	red
ZBTB1	NA	red
ZBTB11	NA	red
ZBTB16	NA	red
ZBTB21	NA	red
ZBTB33	NA	red
ZBTB37	NA	red
ZBTB43	NA	red
ZBTB44	NA	red
ZBTB6	NA	red
ZBTB9	NA	red
ZC3H10	NA	red
ZC3H11A	NA	red
ZC3H12A	NA	red
ZC3H14	NA	red
ZC3H7A	NA	red
ZC3HAV1	NA	red
ZCCHC2	NA	red
ZDHHC24	NA	red
ZDHHC3	NA	red
ZEB1	NA	red
ZER1	NA	red
ZFAND1	NA	red
ZFAND5	NA	red
ZFP62	NA	red
ZFP64	NA	red
ZFP91	NA	red
ZFPL1	NA	red
ZFR	NA	red
ZFYVE16	NA	red
ZMYM2	NA	red
ZMYM5	NA	red
ZMYND8	NA	red
ZNF12	NA	red
ZNF131	NA	red
ZNF146	NA	red
ZNF148	NA	red
ZNF189	NA	red
ZNF200	NA	red
ZNF202	NA	red
ZNF260	NA	red
ZNF263	NA	red
ZNF280C	NA	red
ZNF292	NA	red
ZNF322	NA	red
ZNF398	NA	red
ZNF410	NA	red
ZNF414	NA	red
ZNF438	NA	red
ZNF507	NA	red
ZNF512B	NA	red
ZNF517	NA	red
ZNF518B	NA	red
ZNF638	NA	red
ZNF644	NA	red
ZNF654	NA	red
ZNF655	NA	red
ZNF710	NA	red
ZNF711	NA	red
ZNF770	NA	red
ZNF775	NA	red
ZNF800	NA	red
ZSCAN22	NA	red
ZSCAN29	NA	red
ZSWIM1	NA	red
ZUP1	NA	red
ZXDC	NA	red
ZZZ3	NA	red
