baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ALDH1A3	109.029747214943	-1.16049811346296	0.361005524025105	-3.21462702432848	0.0013061411144562	0.0144431776619958
ALDH3A2	3909.16372598504	-0.747956449546256	0.146813910823358	-5.09458841707563	3.4949969731433e-07	4.32167649912953e-05
ANKLE2	291.418425760485	-0.484854690235215	0.173978873953392	-2.78685957218636	0.00532215366671258	0.0377074227589956
ANKMY2	443.116185520703	-0.642672471089584	0.199379363517693	-3.22336504516203	0.00126693982310871	0.0141074715379273
ANKRD12	504.267700916764	-0.80080860550901	0.221304589080555	-3.61858110957434	0.000296222662544182	0.00516134327817039
ANKRD17	605.304612098518	-0.450503585308874	0.145235786160229	-3.10187727983146	0.00192297658727918	0.0187563613312669
ANKRD28	739.152174944591	-0.472267025813963	0.175364575098083	-2.69305830752773	0.00707998860488677	0.0457469301638132
ANKRD33B	65.2895606382699	-1.31513354088117	0.459541701660791	-2.86183720895895	0.00421193183355589	0.0321141475902101
ANKS4B	285.524830395515	-0.633503151959882	0.188407898213655	-3.36240230885379	0.000772674606398721	0.0100316847924738
ANO3	57.7256972994941	-1.194703600655	0.430132865274908	-2.77752224278754	0.00547750909379632	0.0383325636399721
ANP32E	494.803579190714	-0.494482950097808	0.164031889655821	-3.01455376229191	0.00257357594774455	0.0229022867131557
AOX1	11184.645776375	-0.506923300061412	0.162747246021866	-3.11478880566314	0.00184076655628177	0.0181741620138238
AP1G1	1303.32506863072	-0.470040905586628	0.143618706402233	-3.27283901492736	0.00106473101487475	0.012562393210017
APC	702.741818904648	-0.531275535244791	0.197912510121618	-2.6843959228162	0.00726610024471036	0.0465376420435021
APH1B	806.029335625877	-0.790649640871485	0.18519428575162	-4.2692982543311	1.96088919177021e-05	0.000772912955717549
APLF	167.587165536748	-0.632940896099232	0.203660749007239	-3.10781974035033	0.00188472986823035	0.0185247199163949
APPL1	220.645454393012	-0.901638392377339	0.214746751555988	-4.19861248584366	2.685554419123e-05	0.000968884844903833
AQP9	1393.63075016308	-0.854524964231408	0.179009489332604	-4.77362941717396	1.80935186248219e-06	0.0001422707287561
AQR	225.763422307236	-0.644539985142767	0.205966003236672	-3.12935132504434	0.00175192704193323	0.0174884748267983
ARFGEF1	644.292149806287	-0.576546476111693	0.147898697546342	-3.89825255851927	9.68893364441891e-05	0.00236185086756558
ARFGEF2	863.35096203113	-0.404804554702953	0.123766199409728	-3.27071976544135	0.00107274154997875	0.0125987114825661
ARG1	23790.6501282103	-0.626854222156767	0.155611540440129	-4.02832733603038	5.61750943775769e-05	0.00162515607941771
