Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCC5	345.836106272687	-0.145074720487609	0.24678657899852	-0.587854984158108	0.556629634018505	0.740546826759717
ABCC6	3687.39318334675	0.716526411577114	0.176936498219803	4.04962468900562	5.12998390066463e-05	0.00152734064366778
ABCC8	10.0584645481037	1.09149023743175	0.640931026857707	1.70297612643751	0.0885725362039649	0.244329612685817
ABCC9	62.6057816959038	-1.01384311767292	0.36254846072838	-2.79643475974508	0.0051669841692784	0.0369349036212334
ABCD1	1032.10930803527	0.0854300359976969	0.192550000771711	0.443677152195827	0.657276016496899	0.80994952872151
ABCD2	80.2728935678032	-0.396432103222347	0.594279027379714	-0.667080756610728	0.504720551201839	0.700979450614295
ABCD4	623.3765614679	0.414240213514675	0.192244869986032	2.15475301652925	0.0311811666426645	0.123764128431782
ABCE1	1087.37498269904	-0.290709941815788	0.155331666443785	-1.87154331419599	0.0612698120718131	0.193740983398043
ABCF1	1028.41624306355	0.0220633022888021	0.124832190071735	0.176743693082076	0.859709718992591	0.932121531286809
ABCF2	605.366473452326	0.102724311137975	0.116154851030241	0.884373835675886	0.376494442172239	0.592202429403667
